Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Residential Type
220282,2022,08/29/2023,Plainville,49 PRENTICE ST,165900.0,280000.0,0.5925,Single Family
220086,2022,04/17/2023,Mansfield,5 GRANDVIEW CIR,26600.0,43000.0,0.6186,Single Family
220137,2022,12/14/2022,Shelton,11 RIVERVIEW CONDO,68390.0,165000.0,0.4144,Condo
220311,2022,07/10/2023,New London,292 PEQUOT AVE #3M,117110.0,275000.0,0.4258,Condo
220471,2022,04/03/2023,Meriden,272 WILLIAMS ST,146860.0,398900.0,0.3682,Single Family
220417,2022,03/15/2023,Meriden,57 HARRISON ST,122220.0,225000.0,0.5432,Single Family
220286,2022,04/04/2023,Shelton,14 NORMAN LA,278810.0,500000.0,0.5576,Single Family
2200731,2022,03/23/2023,Stamford,168 BELLTOWN ROAD UNIT C9,227495.0,425000.0,0.5353,Condo
220099,2022,11/01/2022,West Hartford,46 WHITE AVENUE,240800.0,450000.0,0.5351,Single Family
22052,2022,01/11/2023,Middlebury,299 MIREY DAM RD,419100.0,685000.0,0.6118,Single Family
2200243,2022,02/28/2023,Naugatuck,46 OLDE FARM LA,295610.0,485000.0,0.6095,Single Family
220092,2022,11/07/2022,New Haven,147 ELIZABETH ANN DR,178990.0,375000.0,0.4773,Two Family
220939,2022,09/13/2023,Hartford,24 NATALIE ST,50128.0,180000.0,0.2784,Single Family
221715,2022,03/23/2023,Manchester,111-113 HIGHLAND STREET,172200.0,375000.0,0.4592,Two Family
22046,2022,07/11/2023,Sherman,7 SHELTER COVE ROAD,665900.0,1010000.0,0.6593,Single Family
220110,2022,12/05/2022,Newington,10 6B WOODSEDGE DR,67460.0,142000.0,0.475,Condo
220309,2022,08/22/2023,Avon,4 SOUTHGATE,442930.0,795000.0,0.5571,Single Family
2200633,2022,02/24/2023,Stamford,49 HAZEL STREET,393550.0,630000.0,0.6246,Two Family
220292,2022,05/02/2023,Groton,1290 NORTH RD LOT 15,16240.0,54000.0,0.3007,Single Family
220743,2022,07/18/2023,Meriden,91 NEW HANOVER AVE,127890.0,168500.0,0.7589,Single Family
22000381,2022,09/01/2023,Cheshire,557 S MERIDEN RD,205570.0,560000.0,0.367,Single Family
220183,2022,02/21/2023,Windsor,90 LEPAGE RD,109900.0,250000.0,0.4396,Single Family
220069,2022,03/06/2023,Old Lyme,28 HILL CREST RD,193000.0,460000.0,0.4195,Single Family
220511,2022,01/06/2023,Bridgeport,1653 CAPITAL AVE,197490.0,300000.0,0.6583,Single Family
220959,2022,08/15/2023,Milford,34 SHIPYARD LN #F,410200.0,850000.0,0.4825,Condo
220133,2022,05/15/2023,Coventry,14 RABBIT TR,88200.0,197500.0,0.4465,Single Family
220147,2022,04/17/2023,Brookfield,5 ARBOR DR,100530.0,169900.0,0.5917,Condo
220196,2022,05/10/2023,East Lyme,235 FLANDERS RD,138600.0,195000.0,0.7107,Single Family
22037,2022,12/05/2022,Orange,776 N GREENBRIER DR,228000.0,430000.0,0.5302,Single Family
221022,2022,04/25/2023,Waterbury,188 CLEMATIS AVE,85285.0,235000.0,0.3629,Single Family
221458,2022,07/27/2023,Waterbury,33 GREEN ACRE DR,71558.0,195000.0,0.3669,Single Family
220141,2022,12/23/2022,Groton,28-30 FLINT CT,109620.0,175000.0,0.6264,Two Family
221268,2022,07/25/2023,Fairfield,773 FAIRFIELD WOODS ROAD,525520.0,1125000.0,0.4671,Single Family
220633,2022,01/30/2023,Waterbury,74 ADDISON ST,62558.0,150000.0,0.4171,Single Family
220818,2022,08/21/2023,West Hartford,314 RIDGEWOOD ROAD,179600.0,420000.0,0.4276,Single Family
220008,2022,10/11/2022,East Granby,16 SEYMOUR ROAD UNIT 20F,67100.0,150000.0,0.4473,Condo
2200121,2022,12/20/2022,New Milford,87 SHERRY LN,191740.0,360000.0,0.5326,Single Family
220017,2022,08/07/2023,Hartland,152 RIVERTON RD,201980.0,430000.0,0.4697,Single Family
220757,2022,03/06/2023,Bridgeport,261 TOILSOME PLACE,146030.0,272000.0,0.5368,Single Family
221132,2022,08/17/2023,Southington,53 BROOKVIEW PL,142390.0,296665.0,0.4799,Condo
2222182,2022,07/27/2023,Ansonia,36 ROOSEVELT DR,138810.0,83000.0,1.6724,Single Family
220010,2022,10/11/2022,Coventry,1199 NORTH RIVER RD,137500.0,298000.0,0.4614,Single Family
220960,2022,04/11/2023,Waterbury,81 BENEFIT ST & LOT,68690.0,119000.0,0.5772,Single Family
220141,2022,11/23/2022,Norwich,401 NEW LONDON TPKE,107300.0,284000.0,0.3778,Single Family
220517,2022,01/04/2023,Waterbury,437 FROST RD,163465.0,290000.0,0.5636,Four Family
220789,2022,03/24/2023,Southington,145 90 APPLE GATE,269140.0,489900.0,0.5493,Condo
220190,2022,04/03/2023,Wethersfield,67 MIDWELL RD,193430.0,390000.0,0.4959,Single Family
220013,2022,10/06/2022,Fairfield,51 WAGON HILL ROAD,366450.0,370000.0,0.9904,Single Family
220452,2022,07/20/2023,Wallingford,10 BROCKETT RD,308600.0,540000.0,0.5714,Single Family
2200380,2022,05/10/2023,East Hartford,152 SHADYCREST DR,117350.0,162750.0,0.721,Single Family
220319,2022,08/15/2023,Wethersfield,316 CHURCH ST,173890.0,105000.0,1.656,Single Family
2200131,2022,04/17/2023,Willington,33 TINKERVILLE RD,147750.0,309000.0,0.4781,Single Family
22068,2022,12/27/2022,Monroe,6 PAMELA DRIVE,184500.0,370000.0,0.4986,Single Family
220006,2022,10/06/2022,Clinton,5 SETTLERS LN,185100.0,320000.0,0.5784,Single Family
220111,2022,01/25/2023,Madison,448 DURHAM RD,191200.0,413000.0,0.4629,Single Family
220703,2022,07/03/2023,Norwich,11 COUNTRY DR,109800.0,275000.0,0.3993,Single Family
220241,2022,12/23/2022,Hartford,45 MAHL AVE,91618.0,112492.0,0.8144,Three Family
22148,2022,06/22/2023,Thompson,1147 THOMPSON RD,136600.0,28844.0,4.7358,Two Family
22106,2022,01/13/2023,North Haven,42 DEBRA LN,193060.0,169500.0,1.1389,Single Family
220180,2022,03/08/2023,Vernon,95 WARREN AVE,152040.0,88000.0,1.7277,Single Family
220140,2022,08/02/2023,Putnam,38 SABIN ST,125400.0,210000.0,0.5971,Single Family
220070,2022,11/04/2022,Southington,89 ANNE RD,238660.0,450000.0,0.5303,Single Family
221182,2022,06/29/2023,Fairfield,37 SHALIMAR ROAD,329630.0,767000.0,0.4297,Single Family
220723,2022,07/10/2023,New Haven,1217 ELLA T GRASSO BLVD #A,36470.0,77500.0,0.4705,Condo
220079,2022,11/23/2022,Windsor,18 ORCHARD RD,196980.0,420000.0,0.469,Single Family
2200185,2022,01/19/2023,East Hartford,87 COLLIMORE RD,143370.0,230000.0,0.6233,Single Family
22099,2022,06/26/2023,Beacon Falls,80 FIELDSTONE LANE,332110.0,600000.0,0.5535,Condo
220253,2022,04/03/2023,Litchfield,23 ANDRE DR,252910.0,471000.0,0.537,Single Family
2200209,2022,03/02/2023,New Milford,6 PUTNAM RD,221200.0,420000.0,0.5267,Single Family
220007,2022,10/04/2022,Hartford,20 MAY ST UNIT 105,15803.0,40000.0,0.395,Condo
220684,2022,06/29/2023,Meriden,3 PASCO PLACE,115500.0,239900.0,0.4814,Condo
220827,2022,04/19/2023,Southington,317 PRATT ST,333310.0,635000.0,0.5248,Single Family
22010,2022,12/27/2022,Franklin,106 WHIPPOORWIL HOLLOW RD,135830.0,327000.0,0.4153,Single Family
220439,2022,04/14/2023,Greenwich,15 SOMERSET LANE,850710.0,1160000.0,0.7333,Single Family
22146,2022,03/06/2023,North Haven,11 LOUIS ST,106810.0,272500.0,0.3919,Two Family
220049,2022,10/27/2022,Southington,43 LAGANA AV,152210.0,325000.0,0.4683,Single Family
220048,2022,05/15/2023,Sharon,12 JORAY RD,398710.0,800000.0,0.4983,Single Family
220618,2022,05/04/2023,Milford,90 STOWE AVE #103,97040.0,195000.0,0.4976,Condo
22182,2022,08/14/2023,Thompson,120 THOMPSON RD,191400.0,405000.0,0.4725,Single Family
221040,2022,07/24/2023,Southington,15 BELLEVIEW AV,190640.0,340000.0,0.5607,Single Family
2201282,2022,07/25/2023,Stamford,91 STRAWBERRY HILL AVE #931,141075.0,282000.0,0.5002,Condo
22012,2022,01/23/2023,Franklin,224 BALTIC RD,255950.0,489900.0,0.5224,Single Family
220123,2022,12/07/2022,Wallingford,12 HAYLEDGE CT,266900.0,535000.0,0.4988,Single Family
220222,2022,06/07/2023,Madison,39 BEECH WOODS DR,206600.0,430000.0,0.4805,Single Family
220678,2022,06/27/2023,Norwich,35 WILL RD,126500.0,355000.0,0.3563,Single Family
220443,2022,12/19/2022,Waterbury,925 ORONOKE RD #30J,47163.0,122000.0,0.3865,Condo
220810,2022,08/16/2023,West Hartford,125 MONTCLAIR DRIVE,280560.0,499000.0,0.5622,Single Family
22029,2022,10/27/2022,Watertown,641 MIDDLEBURY RD,125300.0,273000.0,0.4589,Single Family
220196,2022,02/24/2023,Trumbull,85 CHURCH HILL ROAD,265650.0,602000.0,0.4412,Single Family
2201415,2022,08/17/2023,Stamford,85 CAMP AVENUE #12L,297025.0,565000.0,0.5257,Condo
220215,2022,12/21/2022,Stratford,3 HICKEY STREET,169260.0,395000.0,0.4285,Single Family
2200065,2022,01/13/2023,Plymouth,15 BURNHAM STREET,102620.0,124500.0,0.8243,Two Family
2200215,2022,04/04/2023,East Haven,223 THOMPSON ST #B,99260.0,135000.0,0.7352,Condo
220162,2022,06/16/2023,Suffield,815 NEWGATE RD,255780.0,480000.0,0.5328,Single Family
220096,2022,01/20/2023,Bloomfield,17 WORTHINGTON DR,262080.0,551500.0,0.4752,Single Family
220115,2022,01/24/2023,Avon,62 BRENTWOOD DRIVE,216924.0,395000.0,0.5491,Single Family
220902,2022,06/30/2023,Norwalk,6 NOSTRUM ROAD,240300.0,525000.0,0.4577,Single Family
220055,2022,12/12/2022,Clinton,23 FOUNDERS RD,114800.0,280000.0,0.41,Condo
220135,2022,03/28/2023,Windsor Locks,30 GREENFIELD DR,106540.0,260000.0,0.4097,Single Family
220435,2022,03/22/2023,Hamden,738 MT CARMEL AVE,348880.0,661000.0,0.5278,Single Family
2222015,2022,10/17/2022,Ansonia,25 BIRCHWOOD DR,255640.0,390000.0,0.6554,Single Family
2200799,2022,04/10/2023,Stamford,91 STRAWBERRY HILL AVE #927,111060.0,230000.0,0.4828,Condo
220213,2022,12/22/2022,Torrington,27 SPRING ST,82240.0,245000.0,0.3356,Two Family
220505,2022,08/16/2023,Shelton,147 WOODLAND PARK,79170.0,160000.0,0.4948,Condo
22000187,2022,03/31/2023,Cheshire,18 MICHAEL PL,289700.0,1180147.0,0.2454,Single Family
220216,2022,04/03/2023,Windsor,419 TRIBUTARY LN,167440.0,325000.0,0.5152,Single Family
220150,2022,11/22/2022,West Hartford,28 SEDGWICK ROAD,205640.0,284000.0,0.724,Single Family
22115,2022,07/11/2023,Orange,301 GRASSY HILL RD,188000.0,510000.0,0.3686,Single Family
220087,2022,11/17/2022,Wallingford,16 PILGRIM LN,160600.0,309900.0,0.5182,Single Family
220491,2022,03/03/2023,Norwalk,29 VAN BUREN AVE M6,110560.0,175000.0,0.6317,Condo
220413,2022,07/12/2023,Groton,20 SOUND VIEW RD,160580.0,110000.0,1.4598,Single Family
221054,2022,05/02/2023,Waterbury,9 WEST BROOK DR,105383.0,285000.0,0.3697,Single Family
220422,2022,03/17/2023,Meriden,272 ELM ST,150710.0,285700.0,0.5275,Three Family
220617,2022,02/03/2023,Bridgeport,133 HERALD AVE,215630.0,475000.0,0.4539,Single Family
220567,2022,06/05/2023,West Hartford,14 RANDAL AVENUE,176050.0,390000.0,0.4514,Single Family
2219,2022,10/24/2022,North Haven,1 SUSAN LN,155100.0,350000.0,0.4431,Single Family
220096,2022,02/15/2023,East Hampton,64 SOUTH MAIN ST,224220.0,399000.0,0.5619,Single Family
220054,2022,06/01/2023,Sharon,15 GRANDVIEW LN,316600.0,800000.0,0.3958,Single Family
220398,2022,07/27/2023,Windsor,136 PORTMAN ST,101850.0,245000.0,0.4157,Single Family
220089,2022,03/06/2023,Coventry,105 HIGH MEADOW LN,200400.0,427000.0,0.4693,Single Family
22280,2022,07/20/2023,North Haven,223 MAPLE AVE,165860.0,425000.0,0.3903,Single Family
22075,2022,04/19/2023,Burlington,30 NORWOOD RD,234640.0,237000.0,0.99,Single Family
220716,2022,07/07/2023,New Haven,598 PROSPECT ST #C-6,231000.0,335000.0,0.6895,Condo
220454,2022,07/20/2023,Wallingford,213 WASHINGTON ST,150100.0,330000.0,0.4548,Single Family
2200286,2022,09/12/2023,Bloomfield,1083 BLUE HILLS AVE UNIT D,37520.0,105000.0,0.3573,Condo
220795,2022,03/06/2023,Waterbury,14 LINCOLNDALE DR,89750.0,80000.0,1.1218,Single Family
2201072,2022,06/09/2023,Stamford,377 GLENBROOK ROAD #15,201370.0,385000.0,0.523,Condo
220118,2022,01/18/2023,Wethersfield,26 BITTERSWEET HL,379590.0,780000.0,0.4866,Single Family
220467,2022,03/17/2023,Hartford,82 MADISON AVE,72214.0,165000.0,0.4376,Single Family
220136,2022,05/19/2023,Suffield,1214 MAPLETON AVE,314930.0,595000.0,0.5292,Single Family
220252,2022,02/24/2023,Enfield,10 CLAREMONT ST,145900.0,257500.0,0.5666,Single Family
220391,2022,12/09/2022,Waterbury,52 WILKENDA AVE,110233.0,363000.0,0.3036,Two Family
2200612,2022,09/14/2023,East Hartford,24 BROOKFIELD DR,123340.0,267500.0,0.461,Single Family
220063,2022,02/27/2023,Somers,84 MCCULLOCH DRIVE,190000.0,350000.0,0.5428,Single Family
220535,2022,07/21/2023,Enfield,18 WEST FORREST DR,181600.0,275000.0,0.6603,Single Family
2200289,2022,06/05/2023,East Haven,16 ELM CT,136150.0,275000.0,0.495,Single Family
220133,2022,12/29/2022,Vernon,16 EASTVIEW DR,184830.0,295000.0,0.6265,Single Family
220052,2022,11/07/2022,Wethersfield,135 ROBBINS DR,136700.0,315000.0,0.4339,Single Family
220717,2022,07/20/2023,West Hartford,7 GARLAND ROAD,312490.0,700000.0,0.4464,Single Family
22200,2022,04/27/2023,Watertown,36 CAMP ST,136200.0,157000.0,0.8675,Single Family
220373,2022,07/26/2023,Westport,32 FILLOW STREET,362300.0,825000.0,0.4391,Single Family
2200114,2022,12/05/2022,Naugatuck,73 CAROLYN CIR,167720.0,270000.0,0.6211,Single Family
220863,2022,05/04/2023,Southington,10P THE MEADOWS,49210.0,120000.0,0.41,Condo
220733,2022,08/07/2023,Stratford,55 DOVER STREET,177590.0,410000.0,0.4331,Three Family
220544,2022,03/16/2023,Fairfield,40 STILLSON PLACE,290920.0,575000.0,0.5059,Single Family
220477,2022,04/28/2023,Greenwich,22 GERRY STREET,426370.0,575000.0,0.7415,Two Family
22123,2022,07/17/2023,Orange,181 SURREY DR,181190.0,620000.0,0.2922,Single Family
2200105,2022,01/27/2023,Bloomfield,35 BURR RD,187250.0,287900.0,0.6503,Single Family
220822,2022,04/17/2023,Southington,67 DOGWOOD DR,121600.0,297000.0,0.4094,Single Family
220013,2022,10/05/2022,Trumbull,114 IMPERIAL COURT,379632.0,500000.0,0.7592,Condo
22000200,2022,04/12/2023,Cheshire,1243 PECK LANE,136140.0,305000.0,0.4463,Single Family
22000003,2022,10/03/2022,Cheshire,96 BELRIDGE RD,163460.0,395000.0,0.4138,Single Family
2200119,2022,06/05/2023,New Fairfield,16 BARNUM RD,233900.0,350000.0,0.6682,Single Family
220592,2022,06/26/2023,Torrington,22 LEXINGTON AVE,94000.0,162500.0,0.5784,Single Family
220212,2022,04/10/2023,Wolcott,48 DEEPWOOD DR,219360.0,396000.0,0.5539,Single Family
221174,2022,09/05/2023,Norwalk,39 WEATHERBELL DRIVE,520570.0,1300000.0,0.4004,Single Family
220073,2022,05/01/2023,Hebron,41 OLD DANIELS LN,362880.0,710000.0,0.511,Single Family
220178,2022,03/01/2023,Vernon,165 SOUTH ST UNIT 60,52050.0,111500.0,0.4668,Condo
220014,2022,10/07/2022,Wethersfield,107 ROUND HILL RD,179790.0,357000.0,0.5036,Single Family
220464,2022,04/24/2023,Torrington,243 FUNSTON AVE,101820.0,185000.0,0.5503,Single Family
22110,2022,12/28/2022,Watertown,261 BELDEN ST,162200.0,285000.0,0.5691,Single Family
220071,2022,10/14/2022,Waterbury,24 CLIFTON AVE,48140.0,190000.0,0.2533,Single Family
220904,2022,03/29/2023,Waterbury,20 BLUE TRAIL DR,98580.0,300000.0,0.3286,Single Family
22034,2022,09/11/2023,Norfolk,134 MEEKERTOWN RD,86670.0,530000.0,0.1635,Single Family
221094,2022,08/16/2023,Southington,632 MULBERRY ST,128500.0,305000.0,0.4213,Single Family
220111,2022,02/07/2023,Ledyard,8 ARROWHEAD DR,137052.0,191000.0,0.7175,Single Family
221224,2022,06/07/2023,Waterbury,258 MONROE AVE,83125.0,120000.0,0.6927,Single Family
220056,2022,12/20/2022,Coventry,1343 MAIN ST,114000.0,150000.0,0.76,Two Family
2200045,2022,10/05/2022,Stamford,71 STRAWBERRY HILL AVE #320,108960.0,197500.0,0.5516,Condo
2222112,2022,03/10/2023,Ansonia,20 WEST ST,187880.0,366000.0,0.5133,Single Family
220600,2022,06/14/2023,West Haven,41 ASHFORD ST,166180.0,370000.0,0.4491,Single Family
220296,2022,01/31/2023,New Haven,441 MIDDLETOWN AV #B-7,113050.0,210000.0,0.5383,Condo
220036,2022,11/08/2022,Rocky Hill,28 GILBERT AVENUE,138040.0,314000.0,0.4396,Single Family
220172,2022,05/30/2023,Windham,329 SOUTH ST,110600.0,200000.0,0.553,Single Family
221032,2022,07/20/2023,Southington,28 SOUTH RD (TP),80640.0,177995.0,0.453,Single Family
220145,2022,11/28/2022,Norwich,49 SEVENTH ST,64900.0,230000.0,0.2822,Two Family
221408,2022,07/17/2023,Waterbury,8 WILLARD ST,50665.0,240000.0,0.2111,Single Family
223319,2022,09/01/2023,North Haven,67 SENTINEL HILL RD,195360.0,294000.0,0.6644,Single Family
220407,2022,01/26/2023,Norwalk,73 BARBARA DR,227950.0,420000.0,0.5427,Single Family
22005,2022,10/12/2022,Sherman,10 HIGHVIEW LANE,321000.0,750000.0,0.428,Single Family
22000398,2022,09/15/2023,Cheshire,80 DEANAROSE PL,207380.0,420000.0,0.4937,Condo
2200015,2022,10/31/2022,New Fairfield,294 BALL POND RD,197000.0,500000.0,0.394,Single Family
220370,2022,03/17/2023,Stratford,50 SWANSON AVENUE,184940.0,415000.0,0.4456,Single Family
2200516,2022,01/18/2023,Stamford,619 FAIRFIELD AVENUE,515065.0,695000.0,0.7411,Two Family
22304,2022,05/16/2023,Old Saybrook,23 PARK AVE,261400.0,660000.0,0.3961,Single Family
2200299,2022,11/29/2022,Stamford,1 STRAWBERRY HILL AVE # 6C,208400.0,385000.0,0.5412,Condo
220755,2022,07/17/2023,New Haven,455 STEVENSON RD,306950.0,627500.0,0.4891,Single Family
220141,2022,02/22/2023,Avon,115 CRAIGEMORE CIRCLE,226230.0,450800.0,0.5018,Single Family
221176,2022,09/05/2023,Norwalk,10 LEDGEWOOD COURT,293120.0,620000.0,0.4727,Single Family
220944,2022,09/18/2023,Greenwich,COGNEWAUGH ROAD 0445,1145690.0,268500.0,4.267,Single Family
220046,2022,01/12/2023,Woodstock,223 RT 169,185400.0,325000.0,0.5704,Four Family
22393,2022,09/18/2023,Old Saybrook,2 COLLEGE ST,303900.0,385000.0,0.7893,Single Family
22300,2022,07/06/2023,Middlebury,63 GLENWOOD AVE,158900.0,405000.0,0.3923,Two Family
220434,2022,03/21/2023,Hamden,42 THOMPSON ST,147210.0,315000.0,0.4673,Single Family
2200299,2022,05/17/2023,New Milford,66 PROSPECT PL,167490.0,200000.0,0.8374,Single Family
220015,2022,10/31/2022,Thomaston,27 TREADWELL AVE,105770.0,194000.0,0.5452,Single Family
220857,2022,08/17/2023,Greenwich,RIVERSIDE AVENUE 0019,622860.0,1400000.0,0.4449,Single Family
220882,2022,08/21/2023,Hartford,15 LINCOLN ST,98307.0,750000.0,0.131,Two Family
22240,2022,09/12/2023,Derby,334 SENTINEL HILL RD,136080.0,295000.0,0.4612,Single Family
22050,2022,04/14/2023,North Stonington,62E PATRICIA AVE,238000.0,502300.0,0.4738,Single Family
220316,2022,03/31/2023,Enfield,16 MEADOWLARK RD,138100.0,210000.0,0.6576,Single Family
220139,2022,08/30/2023,Woodstock,259 OLD HALL RD,117900.0,30000.0,3.93,Single Family
22064,2022,11/17/2022,Watertown,56 ORIENT ST,123000.0,241250.0,0.5098,Single Family
220342,2022,09/19/2023,Litchfield,24 TAPPING REEVE,104870.0,235000.0,0.4462,Condo
22111,2022,06/23/2023,Burlington,60 HUNTERS CROSSING,336700.0,650000.0,0.518,Single Family
220034,2022,11/17/2022,Brooklyn,14 FRONT ST,67500.0,67000.0,1.0074,Single Family
220284,2022,08/07/2023,Killingly,63 PROSPECT AV,90720.0,220000.0,0.4123,Two Family
2200357,2022,06/23/2023,New Milford,5 SULLIVAN FARM,183400.0,410000.0,0.4473,Condo
22273,2022,07/12/2023,North Haven,10 ARTHUR ST,148680.0,265000.0,0.561,Single Family
2200100,2022,05/03/2023,New Fairfield,335 RTE 39,248900.0,410000.0,0.607,Single Family
220780,2022,06/23/2023,Milford,315 ANDERSON AVE,192210.0,368500.0,0.5216,Single Family
220200,2022,01/03/2023,Litchfield,477 TORRINGTON RD,207110.0,407500.0,0.5082,Single Family
220288,2022,12/14/2022,Norwalk,11 DELAWARE AVE,281160.0,645000.0,0.4359,Two Family
221712,2022,09/18/2023,Waterbury,50 WOODEDGE AVE,84258.0,290000.0,0.2905,Single Family
220727,2022,07/24/2023,West Hartford,138 BALLARD DRIVE,273980.0,650000.0,0.4215,Single Family
220730,2022,08/18/2023,West Haven,30 BIRCH ST,137970.0,250000.0,0.5519,Single Family
220112,2022,11/14/2022,Hamden,98 BURKE ST,149730.0,300000.0,0.4991,Two Family
2200294,2022,03/24/2023,East Hartford,111 WALNUT ST,123300.0,200000.0,0.6165,Single Family
22000311,2022,07/12/2023,Cheshire,60 RIVER VIEW CT,285580.0,667212.0,0.428,Single Family
220675,2022,07/27/2023,West Haven,7 WINSLOW DR,123900.0,290000.0,0.4272,Single Family
220704,2022,09/11/2023,Branford,30 GROVE ST,209400.0,205000.0,1.0214,Two Family
220332,2022,12/29/2022,Norwalk,PINE POINT RD UNIT 169,46900.0,135000.0,0.3474,Condo
220082,2022,11/08/2022,West Haven,459 WASHINGTON AVE,189140.0,370000.0,0.5111,Two Family
220132,2022,02/08/2023,Avon,48 AVONWOOD ROAD UNIT 315A,97940.0,165000.0,0.5936,Condo
220838,2022,08/22/2023,Norwich,36 CLEARVIEW DR,131900.0,247500.0,0.5329,Single Family
220021,2022,11/17/2022,Portland,63 ROSE HILL RD,250640.0,390000.0,0.6426,Single Family
22250,2022,06/26/2023,North Haven,43 COVENTRY CIR,157150.0,360000.0,0.4365,Single Family
220038,2022,11/15/2022,Ellington,3 DAVID DR,171060.0,362000.0,0.4725,Single Family
220344,2022,03/02/2023,West Hartford,3 VALLEY CREST DRIVE,260330.0,390000.0,0.6675,Single Family
220615,2022,06/23/2023,Stratford,90 DOUGLAS STREET,170730.0,410000.0,0.4164,Single Family
220092,2022,02/06/2023,Wolcott,286 BEACH RD,254010.0,655000.0,0.3878,Single Family
2200265,2022,08/22/2023,Bloomfield,2 ANTHONYS WAY,314300.0,577000.0,0.5447,Single Family
22237,2022,09/11/2023,Derby,217 DERBY AVE,119210.0,225000.0,0.5298,Single Family
220674,2022,07/18/2023,Stratford,655 WILCOXSON AVENUE,153440.0,375000.0,0.4091,Single Family
2200269,2022,03/06/2023,East Hartford,169 HOLLAND LN,165330.0,315000.0,0.5248,Single Family
220163,2022,11/10/2022,Milford,67 VICTORY DR,203330.0,285000.0,0.7134,Single Family
220034,2022,10/11/2022,West Hartford,171 WESTGATE STREET,152040.0,250000.0,0.6081,Single Family
220395,2022,06/06/2023,Shelton,97 SHELTON AVE,218050.0,106000.0,2.057,Single Family
2200824,2022,04/17/2023,Stamford,74 HIRSCH ROAD,304490.0,635500.0,0.4791,Single Family
220048,2022,11/23/2022,Bloomfield,22 DANIEL BLVD,91000.0,175000.0,0.52,Single Family
22007,2022,10/06/2022,Monroe,148 CROSS HILL RD,221600.0,445000.0,0.4979,Single Family
221702,2022,09/14/2023,Waterbury,925 ORONOKE RD UNIT 18B,74348.0,190000.0,0.3913,Condo
22135,2022,05/12/2023,Monroe,45 ADMIRAL DRIVE,453800.0,975000.0,0.4654,Single Family
220839,2022,08/25/2023,West Hartford,15 HENLEY WAY,157360.0,340000.0,0.4628,Condo
220167,2022,02/01/2023,Windsor,27 DRAKE ST,103180.0,330000.0,0.3126,Single Family
220152,2022,09/29/2023,Essex,125 MAIN ST IVTN,119100.0,300000.0,0.397,Single Family
221166,2022,09/01/2023,Norwalk,6 CLARMORE DRIVE UNIT 1A,82340.0,250000.0,0.3293,Condo
220169,2022,06/06/2023,Colchester,584 NORWICH AVE,190600.0,355000.0,0.5369,Single Family
22084,2022,06/01/2023,Beacon Falls,10 FAWN HILL ROAD,380520.0,783000.0,0.4859,Single Family
222259,2022,08/04/2023,Bridgeport,3 NOB HILL CIRCLE UNIT #116,50820.0,177000.0,0.2871,Condo
220229,2022,02/24/2023,Shelton,112 WINIBIG TRL,157780.0,270000.0,0.5843,Single Family
220197,2022,11/03/2022,Bridgeport,128A ABNER CT,49890.0,141000.0,0.3538,Condo
2259,2022,11/22/2022,North Haven,600 WASHINGTON AVE #C-4,131540.0,269000.0,0.4889,Condo
221514,2022,12/06/2022,Manchester,4 HILLS STREET,177000.0,217750.0,0.8128,Single Family
220065,2022,11/21/2022,Killingly,1063 DAVIS AVE,116550.0,250000.0,0.4662,Single Family
22019,2022,02/07/2023,Eastford,228 EASTFORD RD,109590.0,262500.0,0.4174,Condo
220133,2022,12/12/2022,Wallingford,5A PILGRIMS,88800.0,227500.0,0.3903,Condo
2200211,2022,04/03/2023,East Haven,45 PINEHURST DR,207550.0,489900.0,0.4236,Condo
220366,2022,03/16/2023,Stratford,145 BRANDON AVENUE,186060.0,400000.0,0.4651,Single Family
2200760,2022,03/31/2023,Stamford,53 WILDER ROAD SOUTH,380590.0,675000.0,0.5638,Single Family
2200323,2022,05/01/2023,Naugatuck,174 LINCOLN ST,168210.0,295000.0,0.5702,Single Family
220170,2022,09/20/2023,Canton,61 BUNKER HILL ROAD,261200.0,595000.0,0.4389,Single Family
220772,2022,07/20/2023,New Haven,29 TRUMAN ST,174370.0,339990.0,0.5129,Three Family
22000027,2022,10/19/2022,Cheshire,1290 LILAC CT,233370.0,480000.0,0.4861,Single Family
220171,2022,03/02/2023,New London,65 WESTRIDGE RD #E2,49630.0,157500.0,0.3151,Condo
220021,2022,10/07/2022,Hamden,48 URSINI DR,148960.0,312000.0,0.4774,Single Family
2200395,2022,07/19/2023,New Milford,186 PUMPKIN HILL RD,342330.0,640000.0,0.5349,Single Family
220937,2022,09/12/2023,New Haven,81 WHITTIER RD,309610.0,510000.0,0.607,Single Family
222267,2022,08/07/2023,Bridgeport,231 DOVER ST #233,79011.0,205000.0,0.3854,Two Family
220093,2022,05/30/2023,Essex,15 CLARK LA,866800.0,1750000.0,0.4953,Single Family
220387,2022,03/16/2023,New Haven,999 WHALLEY AV #2H,83300.0,171000.0,0.4871,Condo
220113,2022,07/26/2023,Somers,98 NUTMEG DR,280800.0,475000.0,0.5911,Condo
220211,2022,02/10/2023,Shelton,272 SUNWOOD DR SUNWOOD,205590.0,305000.0,0.674,Condo
220650,2022,07/10/2023,Stratford,1700 NICHOLS AVENUE,123620.0,345000.0,0.3583,Single Family
